age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,is_churned
47,168,25,0.35,6,1
28,119,25,0.52,0,0
32,111,94,0.29,20,0
24,283,8,0.56,0,0
19,157,25,0.49,25,1
59,38,30,0.15,0,0
55,285,30,0.33,27,0
55,220,13,0.26,21,1
16,259,88,0.19,12,0
26,183,65,0.52,0,0
43,124,16,0.49,0,0
24,93,59,0.03,0,0
41,46,53,0.25,0,0
32,20,67,0.12,16,1
43,30,38,0.18,0,0
25,64,82,0.33,0,0
26,288,40,0.16,44,1
27,56,31,0.16,0,0
39,193,49,0.2,0,1
23,131,66,0.33,0,0
21,247,30,0.42,0,1
47,289,56,0.34,0,0
38,233,94,0.29,0,1
55,268,67,0.22,0,1
35,99,19,0.01,0,1
59,172,69,0.41,0,0
21,108,97,0.48,0,0
51,298,65,0.2,0,0
19,125,65,0.49,0,0
23,247,27,0.18,0,0
33,180,32,0.34,0,0
56,83,96,0.19,0,0
42,172,28,0.56,0,0
59,14,98,0.42,16,1
34,102,56,0.12,0,0
50,284,27,0.54,0,1
58,164,54,0.58,24,0
55,97,25,0.39,0,0
42,279,98,0.12,0,0
37,85,7,0.39,0,0
38,52,14,0.49,8,0
20,56,55,0.18,0,0
22,178,97,0.28,0,1
51,178,73,0.14,0,1
31,176,37,0.29,0,1
39,112,53,0.27,0,0
17,125,30,0.25,25,0
35,125,91,0.4,34,1
54,282,69,0.07,0,0
39,41,92,0.44,0,0
55,127,14,0.08,16,0
50,234,23,0.24,0,0
31,80,27,0.1,0,0
55,106,91,0.49,12,0
23,126,34,0.57,0,1
33,37,87,0.29,0,0
42,15,27,0.14,0,1
52,224,76,0.16,0,0
50,25,28,0.11,0,0
43,288,22,0.53,49,1
47,153,56,0.03,0,1
59,294,5,0.05,0,1
46,85,75,0.15,0,0
41,71,64,0.01,0,1
42,107,38,0.15,0,0
24,40,38,0.57,0,0
25,231,2,0.59,49,0
45,156,51,0.14,18,0
55,21,71,0.3,0,0
24,270,49,0.23,0,0
34,296,16,0.17,0,0
18,132,38,0.35,0,0
42,270,77,0.25,0,0
40,12,5,0.07,0,0
31,169,33,0.51,0,0
21,131,55,0.21,0,0
57,160,47,0.27,0,1
31,146,38,0.38,0,1
51,232,43,0.1,0,0
31,139,65,0.56,9,0
33,140,77,0.37,0,0
47,150,22,0.47,0,0
42,240,34,0.5,30,0
38,294,33,0.07,0,0
50,30,84,0.41,0,1
50,177,15,0.3,0,1
52,28,33,0.19,0,0
57,22,80,0.6,22,0
44,214,92,0.18,0,0
36,27,89,0.51,0,0
21,49,46,0.16,0,0
54,240,77,0.25,0,0
38,247,15,0.26,0,0
26,181,52,0.48,36,0
22,273,35,0.16,36,0
22,229,98,0.33,0,0
47,105,30,0.51,5,0
58,93,50,0.18,39,0
18,195,99,0.3,0,1
18,200,65,0.0,0,1
51,57,13,0.34,0,0
40,54,31,0.3,0,1
49,159,15,0.07,0,0
36,130,78,0.47,0,1
18,143,93,0.59,0,0
33,105,30,0.43,0,1
18,30,78,0.42,0,0
44,259,15,0.44,0,0
58,20,46,0.49,0,0
51,79,98,0.02,0,0
20,140,48,0.45,0,0
39,124,15,0.27,0,0
35,142,21,0.07,0,0
53,68,82,0.57,0,1
28,33,10,0.2,0,0
37,197,34,0.56,0,0
32,82,91,0.3,0,1
46,202,84,0.48,0,1
55,156,2,0.33,41,0
24,57,35,0.48,0,0
52,126,23,0.42,43,0
36,42,79,0.51,0,0
36,210,25,0.17,46,1
57,91,33,0.06,0,0
43,216,55,0.5,0,0
49,146,77,0.4,0,1
48,252,33,0.36,0,0
40,235,43,0.57,0,0
23,78,68,0.37,0,1
19,147,58,0.21,22,0
18,109,73,0.12,0,0
58,203,57,0.47,0,1
54,293,37,0.31,0,0
36,34,50,0.54,0,0
28,178,14,0.35,0,0
42,21,76,0.56,0,1
21,121,92,0.31,18,0
28,176,26,0.16,0,0
31,103,44,0.52,0,0
25,242,19,0.4,0,0
59,198,94,0.21,28,0
43,164,42,0.49,6,1
21,174,8,0.08,14,1
53,112,24,0.48,0,1
57,203,42,0.15,0,1
30,71,46,0.25,0,0
41,268,1,0.41,0,0
26,36,89,0.4,0,0
58,77,20,0.25,0,0
27,180,83,0.54,0,0
43,274,30,0.3,0,0
33,232,98,0.13,30,1
52,191,39,0.19,7,0
30,235,69,0.48,30,1
53,32,6,0.19,0,1
28,277,85,0.15,9,0
43,72,25,0.29,0,0
56,47,49,0.54,0,0
52,88,49,0.36,23,0
52,122,35,0.24,0,1
55,298,50,0.11,0,0
43,58,3,0.22,20,1
52,119,2,0.21,0,0
45,127,90,0.19,42,0
23,55,10,0.19,0,0
58,65,7,0.32,9,0
22,73,20,0.09,0,0
48,80,53,0.05,0,0
58,258,7,0.16,0,0
49,164,84,0.05,7,0
51,238,35,0.12,0,0
46,132,75,0.12,0,0
53,191,9,0.24,0,1
53,265,49,0.2,41,1
30,58,87,0.46,0,0
53,258,73,0.19,0,0
56,79,78,0.07,0,0
24,41,94,0.3,0,0
59,165,74,0.16,0,0
41,33,91,0.16,0,0
55,266,8,0.08,23,0
44,23,94,0.47,0,0
50,102,3,0.41,13,0
37,114,13,0.49,0,0
40,232,43,0.54,0,1
58,254,21,0.3,0,0
56,261,83,0.14,23,1
34,221,45,0.49,0,0
56,74,1,0.02,12,0
26,209,41,0.59,45,1
38,245,12,0.52,48,1
44,85,92,0.06,0,1
22,251,18,0.36,15,0
57,188,92,0.1,0,0
32,133,75,0.22,28,0
22,237,91,0.17,0,1
42,257,96,0.58,0,0
29,142,76,0.32,0,1
47,15,7,0.04,0,0
44,246,21,0.05,0,0
22,162,44,0.01,15,0
19,42,30,0.21,0,0
35,29,18,0.42,0,1
22,222,93,0.33,0,0
32,54,99,0.4,0,0
47,45,60,0.36,0,0
23,204,3,0.15,0,0
43,54,36,0.3,0,0
58,285,94,0.57,0,1
49,195,60,0.33,0,0
51,91,3,0.49,0,0
42,101,58,0.48,0,0
32,164,49,0.08,0,0
37,33,58,0.1,0,0
52,192,84,0.06,0,1
32,116,77,0.57,0,0
36,71,8,0.18,7,1
59,270,86,0.43,0,1
42,102,95,0.14,0,0
47,58,17,0.42,46,0
57,172,56,0.47,0,0
33,154,69,0.48,10,0
41,210,68,0.11,5,0
49,199,19,0.26,41,1
33,225,23,0.25,0,0
47,157,62,0.06,0,0
32,87,79,0.07,0,0
46,14,37,0.57,0,0
20,166,75,0.22,0,0
43,26,68,0.34,0,0
55,103,43,0.55,0,0
46,54,79,0.23,0,0
20,107,12,0.44,30,0
28,159,82,0.56,0,0
45,97,63,0.13,0,0
27,217,95,0.34,0,0
59,291,31,0.13,11,1
37,171,77,0.5,0,0
21,269,4,0.4,0,1
32,71,53,0.54,0,0
53,245,29,0.48,0,0
26,137,58,0.0,28,0
25,232,71,0.11,0,0
25,24,60,0.57,0,0
23,173,83,0.24,0,1
30,171,50,0.33,24,0
45,75,43,0.41,0,0
41,194,82,0.17,0,0
38,211,4,0.14,0,1
47,28,25,0.5,0,0
48,183,15,0.38,0,0
21,263,1,0.02,0,0
40,21,91,0.14,0,0
35,156,63,0.45,0,0
32,157,12,0.48,0,1
57,182,91,0.27,0,0
29,279,6,0.46,0,0
43,287,22,0.44,0,1
55,23,64,0.01,26,0
28,269,4,0.39,29,0
16,262,52,0.57,0,1
47,215,13,0.02,0,1
16,263,10,0.55,11,1
51,180,64,0.59,0,0
44,279,6,0.58,43,0
38,209,81,0.39,39,0
59,128,50,0.56,0,1
20,153,92,0.3,0,1
59,135,63,0.08,30,0
45,284,23,0.43,0,0
40,176,16,0.18,0,0
40,146,93,0.52,0,0
35,231,81,0.01,0,1
43,118,80,0.03,0,0
18,101,95,0.17,22,0
22,107,36,0.3,0,0
35,234,13,0.04,0,1
56,105,52,0.2,0,1
49,72,99,0.43,0,0
55,180,55,0.34,0,0
25,220,64,0.57,0,0
57,125,60,0.26,0,1
16,240,94,0.09,0,0
51,143,6,0.34,0,1
30,204,97,0.31,9,0
49,100,49,0.37,0,1
50,26,34,0.17,0,1
25,15,35,0.28,0,0
58,124,4,0.46,0,1
27,191,54,0.51,36,0
24,226,29,0.31,35,0
19,187,54,0.52,0,0
50,227,30,0.04,0,0
52,29,5,0.57,0,1
18,279,45,0.4,0,0
54,36,54,0.03,0,0
35,47,94,0.0,27,0
38,262,39,0.34,43,0
54,19,53,0.29,0,1
35,174,66,0.56,0,1
39,255,66,0.05,0,0
16,147,4,0.58,47,0
27,145,70,0.37,0,1
34,90,59,0.07,0,0
59,246,87,0.32,0,1
38,276,32,0.35,0,0
40,45,36,0.21,33,0
46,213,34,0.06,0,0
32,242,9,0.43,0,0
39,162,4,0.49,5,0
46,28,53,0.02,0,0
58,202,22,0.45,36,0
54,299,64,0.19,0,0
26,183,98,0.49,30,0
32,27,70,0.3,34,0
37,287,82,0.32,35,0
16,183,71,0.1,22,0
31,115,84,0.1,0,1
53,115,70,0.05,22,1
27,158,77,0.55,0,0
30,179,48,0.18,0,0
50,95,50,0.49,31,1
40,63,54,0.31,0,0
26,204,60,0.56,0,0
39,159,77,0.15,0,1
17,227,41,0.47,0,0
37,180,40,0.28,0,0
34,185,10,0.41,0,1
22,241,40,0.31,0,1
20,146,73,0.34,0,1
59,44,93,0.54,0,0
48,250,40,0.13,0,0
25,118,76,0.27,0,0
22,251,30,0.55,0,1
44,277,54,0.3,29,0
21,262,18,0.03,0,0
32,208,14,0.41,0,0
41,15,95,0.52,0,0
58,58,22,0.15,0,0
29,254,30,0.4,7,0
55,33,99,0.48,0,1
53,129,40,0.27,0,0
37,22,95,0.41,0,1
42,181,65,0.14,36,1
22,67,43,0.57,13,0
44,85,25,0.38,0,0
47,180,62,0.24,0,0
29,23,98,0.36,0,0
36,246,45,0.18,0,0
31,117,84,0.48,0,0
33,111,10,0.56,0,0
18,217,87,0.39,0,0
45,294,43,0.51,27,0
33,274,14,0.2,0,0
45,151,39,0.25,0,0
36,228,44,0.02,31,0
19,87,19,0.03,0,0
39,36,9,0.58,25,0
40,193,70,0.11,0,0
25,118,77,0.57,43,0
46,37,69,0.46,32,0
20,163,96,0.11,0,0
51,63,63,0.34,0,1
23,226,19,0.57,0,0
21,141,4,0.27,37,1
25,55,93,0.58,0,0
21,59,34,0.11,0,0
58,146,92,0.2,16,0
49,71,76,0.6,0,1
43,261,55,0.15,0,0
58,226,64,0.41,0,0
51,263,83,0.03,42,1
46,10,99,0.18,0,1
16,157,20,0.2,0,0
34,73,58,0.49,0,1
54,117,73,0.4,0,0
21,74,98,0.23,0,1
35,34,1,0.45,30,1
41,243,41,0.42,0,0
47,233,32,0.11,0,0
18,137,72,0.15,0,0
17,22,97,0.49,18,1
42,158,21,0.1,0,1
46,97,71,0.22,0,1
48,228,20,0.32,0,1
57,277,61,0.08,0,0
41,74,36,0.26,0,0
26,193,89,0.55,0,0
23,177,47,0.41,0,1
33,239,17,0.25,28,1
45,86,54,0.38,41,0
48,73,97,0.41,0,1
56,187,60,0.14,0,0
25,50,63,0.28,0,1
51,217,44,0.06,0,0
27,153,47,0.32,0,0
57,224,59,0.55,0,0
49,275,74,0.42,0,0
30,233,95,0.36,0,1
47,111,63,0.22,0,1
24,133,60,0.18,0,0
32,115,76,0.16,0,1
41,197,9,0.58,0,0
43,32,87,0.46,0,1
24,165,71,0.22,33,0
56,149,6,0.48,39,0
41,65,92,0.21,0,0
36,230,15,0.58,0,0
52,107,89,0.06,0,0
58,118,52,0.3,26,0
17,127,75,0.09,0,1
26,160,75,0.12,0,0
30,26,15,0.59,27,0
56,31,19,0.45,0,0
41,256,20,0.46,0,0
51,291,72,0.33,0,0
20,48,47,0.27,0,0
22,13,7,0.41,0,1
54,65,4,0.35,0,1
23,223,18,0.48,9,0
52,151,54,0.19,0,0
21,187,88,0.3,0,0
41,51,26,0.19,0,0
28,258,20,0.51,0,1
33,49,89,0.27,0,0
24,250,15,0.48,0,0
41,126,86,0.33,0,1
53,240,47,0.56,8,1
51,83,10,0.33,0,0
17,146,68,0.16,12,1
59,151,45,0.08,0,0
22,156,53,0.06,45,0
19,276,59,0.27,0,0
20,45,60,0.24,0,1
33,256,7,0.11,0,0
22,78,9,0.21,0,0
48,141,34,0.1,45,0
18,19,74,0.31,0,0
27,248,93,0.32,0,0
25,178,84,0.32,0,0
38,55,92,0.5,0,1
32,182,77,0.34,0,0
39,177,89,0.35,22,0
17,190,11,0.19,0,0
50,176,78,0.11,0,1
26,88,12,0.32,0,0
49,291,13,0.2,0,1
51,34,96,0.6,0,1
49,131,49,0.04,0,0
21,291,9,0.44,0,1
21,233,11,0.1,0,0
26,237,33,0.03,0,0
47,104,29,0.55,32,1
25,69,32,0.29,0,0
37,25,62,0.47,14,0
39,204,48,0.36,0,1
36,243,36,0.29,32,1
45,233,55,0.56,0,0
39,232,2,0.14,27,0
53,154,13,0.21,0,0
26,60,14,0.13,0,0
53,249,25,0.15,0,0
45,138,95,0.1,0,0
59,260,52,0.2,0,0
56,236,65,0.58,0,0
32,282,22,0.19,0,1
30,299,57,0.56,0,1
16,115,53,0.18,0,1
50,205,25,0.13,13,0
20,148,49,0.04,0,0
41,87,65,0.57,36,0
51,238,84,0.12,0,1
57,18,33,0.17,0,0
41,199,12,0.4,0,1
44,200,14,0.28,0,0
36,173,29,0.1,39,0
33,224,25,0.3,0,0
43,252,59,0.06,0,0
31,97,37,0.59,0,0
23,242,2,0.34,0,0
46,49,74,0.2,0,1
40,295,82,0.41,0,1
41,80,29,0.16,0,1
50,251,1,0.03,0,1
25,11,35,0.23,0,1
58,223,2,0.01,0,0
44,273,46,0.31,38,0
39,216,74,0.3,0,0
28,125,94,0.33,28,0
45,90,29,0.06,14,1
36,265,69,0.16,0,0
22,180,23,0.0,9,0
47,257,11,0.47,10,1
26,273,38,0.39,0,1
49,252,91,0.26,0,0
52,191,6,0.42,45,1
31,222,39,0.17,0,0
56,136,16,0.11,30,0
38,78,50,0.15,0,1
31,62,11,0.31,0,0
39,137,20,0.44,0,1
22,145,21,0.44,26,0
41,297,3,0.21,0,0
19,228,92,0.4,0,1
33,41,65,0.44,0,0
29,196,81,0.16,0,0
49,206,27,0.41,0,0
44,149,54,0.17,0,0
45,262,16,0.45,0,0
18,198,31,0.44,0,0
20,239,42,0.57,0,1
40,213,40,0.22,17,1
58,26,99,0.3,0,0
24,205,86,0.08,0,0
18,55,85,0.53,0,0
38,46,49,0.4,26,1
30,276,30,0.17,0,1
17,32,71,0.27,0,0
49,272,39,0.01,0,0
27,284,76,0.41,0,1
20,230,32,0.04,0,0
28,17,64,0.42,0,1
16,32,68,0.44,0,0
39,112,35,0.56,16,0
45,215,5,0.25,0,0
59,203,11,0.21,45,1
44,207,62,0.23,0,0
45,192,85,0.05,0,0
57,175,96,0.03,0,0
19,227,48,0.56,0,0
42,205,13,0.12,0,1
32,141,82,0.2,0,0
42,51,60,0.22,17,0
16,165,96,0.29,0,0
39,77,64,0.34,37,1
53,261,76,0.41,0,0
43,195,69,0.55,0,1
22,209,21,0.56,0,0
23,37,59,0.28,0,1
25,60,31,0.29,0,0
37,283,74,0.13,0,1
30,154,33,0.27,19,1
35,173,48,0.57,0,0
39,282,97,0.03,0,0
40,64,4,0.1,32,0
33,42,63,0.53,48,0
57,272,65,0.17,42,0
49,61,33,0.48,0,1
47,285,93,0.27,0,1
43,207,67,0.09,0,1
34,177,27,0.3,22,1
56,119,92,0.14,0,0
47,136,82,0.17,0,0
26,199,20,0.55,0,1
48,126,59,0.26,0,0
56,223,90,0.18,0,1
52,145,55,0.22,16,0
58,97,85,0.45,0,0
39,55,37,0.5,0,0
52,274,94,0.26,36,0
49,231,82,0.11,36,0
46,60,75,0.57,42,0
43,74,32,0.04,0,0
19,257,43,0.33,0,1
23,98,33,0.13,0,0
34,245,20,0.12,0,0
32,275,47,0.59,0,1
45,27,63,0.1,34,0
53,96,60,0.5,25,0
31,150,43,0.44,0,1
40,198,78,0.0,0,0
34,85,31,0.38,0,0
50,40,88,0.2,35,1
55,65,69,0.47,49,1
46,118,98,0.53,0,0
38,108,56,0.51,0,0
55,50,77,0.24,0,0
48,209,66,0.37,29,1
32,233,45,0.05,0,0
50,231,90,0.06,0,0
41,284,16,0.35,0,0
43,255,3,0.13,0,0
30,244,64,0.21,0,0
59,204,47,0.11,0,0
54,46,86,0.12,0,0
23,13,30,0.24,32,0
44,221,99,0.29,0,1
58,222,68,0.26,0,1
33,29,38,0.17,0,0
53,244,51,0.07,18,0
38,172,11,0.32,0,0
47,112,73,0.11,0,0
23,213,20,0.5,0,0
38,215,4,0.37,0,1
34,147,59,0.15,0,1
25,157,91,0.51,0,0
25,237,28,0.03,0,1
50,168,76,0.38,0,0
56,269,9,0.51,0,1
26,85,75,0.52,0,1
20,146,74,0.33,0,0
53,49,74,0.47,19,0
56,75,68,0.44,0,1
49,92,59,0.11,23,0
59,251,77,0.1,0,1
59,275,43,0.58,38,0
25,165,49,0.42,0,1
48,175,23,0.59,0,1
48,130,66,0.55,0,1
41,12,41,0.41,0,0
49,45,15,0.34,0,1
45,113,62,0.11,0,0
28,270,5,0.09,0,0
33,171,39,0.14,30,0
53,11,92,0.49,0,0
43,231,49,0.56,0,0
53,106,90,0.32,0,0
32,161,20,0.01,16,1
30,15,24,0.0,38,0
55,271,29,0.07,0,1
21,52,60,0.11,0,1
54,283,27,0.54,11,1
18,299,3,0.23,48,0
16,71,91,0.05,35,0
29,119,90,0.42,0,0
39,110,17,0.58,24,0
35,298,25,0.11,0,1
21,156,55,0.34,0,0
56,175,87,0.0,0,0
58,143,30,0.41,0,0
26,262,83,0.32,0,1
20,171,1,0.6,20,1
18,97,24,0.49,0,0
59,118,50,0.26,0,0
50,71,21,0.04,0,0
16,188,95,0.25,0,0
51,46,70,0.3,46,0
33,115,30,0.58,0,1
55,108,66,0.35,0,0
49,30,33,0.43,0,0
24,95,51,0.31,0,0
31,154,47,0.31,0,1
31,74,78,0.39,0,1
34,76,23,0.03,48,0
23,99,74,0.26,0,0
29,22,71,0.1,0,1
24,240,39,0.23,0,0
43,112,31,0.6,0,0
26,119,39,0.52,6,0
33,149,36,0.32,0,0
29,181,86,0.5,0,1
55,190,44,0.48,0,0
29,169,71,0.58,0,0
16,212,67,0.38,18,0
43,61,20,0.05,0,0
54,49,13,0.04,0,0
45,19,4,0.02,0,1
48,30,82,0.11,16,1
48,292,23,0.45,39,0
48,249,78,0.05,0,0
43,272,5,0.24,0,0
44,119,51,0.1,0,0
22,278,40,0.25,33,0
45,57,62,0.01,0,0
57,33,87,0.54,0,1
34,74,40,0.01,0,0
18,135,16,0.54,0,0
56,208,54,0.46,0,1
58,227,7,0.34,0,0
22,192,78,0.11,0,0
18,128,28,0.33,0,1
51,214,26,0.24,47,0
29,223,89,0.24,16,0
52,252,44,0.34,24,0
20,219,76,0.32,44,0
44,285,95,0.12,9,1
46,151,71,0.36,0,0
33,52,97,0.1,0,0
19,118,87,0.46,0,0
20,161,59,0.44,0,0
51,165,81,0.54,20,0
57,33,63,0.18,0,0
47,139,33,0.19,0,0
32,154,70,0.57,0,0
19,108,88,0.19,0,0
38,82,24,0.52,0,1
30,230,48,0.54,0,0
21,271,52,0.39,0,0
51,71,95,0.18,0,0
52,274,56,0.09,0,0
58,230,68,0.29,0,0
32,31,30,0.5,41,0
19,16,29,0.1,26,0
58,154,33,0.45,0,0
53,95,88,0.31,13,0
37,242,36,0.13,0,0
36,243,24,0.22,22,0
39,165,16,0.19,0,0
55,67,83,0.16,0,0
30,217,12,0.07,36,0
45,85,78,0.03,0,0
52,273,61,0.49,0,0
19,244,5,0.34,0,0
58,269,67,0.58,0,0
35,36,14,0.6,0,0
46,173,68,0.51,0,0
56,115,34,0.59,0,1
28,292,28,0.08,0,0
49,264,89,0.23,0,0
40,73,15,0.04,0,0
26,19,99,0.5,0,0
45,89,51,0.58,0,0
26,247,49,0.46,0,0
20,119,69,0.21,38,1
24,255,45,0.05,40,0
21,224,58,0.59,0,0
27,226,15,0.07,0,0
23,204,36,0.07,35,0
51,283,16,0.27,0,0
53,213,87,0.6,20,0
55,173,73,0.28,0,0
33,235,72,0.26,0,0
34,278,29,0.42,0,0
43,230,39,0.46,0,0
31,207,39,0.28,0,0
41,256,51,0.57,0,0
51,274,70,0.44,0,0
47,18,14,0.02,0,0
24,283,90,0.53,0,0
34,203,56,0.04,19,0
43,154,74,0.49,0,0
26,276,46,0.2,0,1
52,130,53,0.2,0,0
29,259,28,0.19,0,1
21,208,91,0.2,0,1
44,276,97,0.23,0,1
29,93,99,0.25,47,1
16,281,79,0.19,15,0
18,54,38,0.56,30,0
54,200,48,0.34,0,0
30,271,70,0.31,0,1
52,166,91,0.04,0,0
34,291,70,0.22,0,0
48,162,24,0.15,0,0
39,299,56,0.24,15,0
45,61,95,0.29,0,1
57,31,60,0.11,36,0
56,178,23,0.39,0,0
29,26,18,0.56,37,1
44,222,51,0.4,17,0
31,94,97,0.04,0,0
29,47,79,0.5,0,0
36,55,42,0.27,42,0
42,150,59,0.53,34,0
42,122,17,0.4,24,0
17,59,41,0.31,0,0
34,28,60,0.58,0,0
52,181,18,0.57,0,0
31,64,25,0.11,0,0
57,103,83,0.17,21,1
48,168,25,0.19,38,0
51,78,93,0.27,37,1
18,42,27,0.22,0,1
35,100,8,0.59,0,0
37,143,87,0.23,0,1
33,204,88,0.13,0,0
17,85,66,0.49,0,0
31,110,34,0.06,49,0
20,229,28,0.22,0,1
27,175,14,0.56,0,0
34,295,81,0.54,0,0
30,186,51,0.58,0,0
42,98,48,0.27,0,0
23,128,55,0.29,0,0
30,292,44,0.09,0,0
38,181,35,0.57,0,0
59,180,84,0.35,0,1
28,21,19,0.52,32,0
17,253,98,0.33,38,0
21,206,30,0.38,0,0
30,150,99,0.5,0,0
38,89,54,0.28,0,0
26,11,57,0.58,0,0
55,250,93,0.45,0,0
34,55,79,0.24,0,1
18,45,16,0.1,0,1
59,252,82,0.07,0,0
41,90,7,0.45,0,0
49,207,85,0.39,0,0
23,50,61,0.42,0,1
52,72,52,0.5,0,0
20,179,7,0.41,14,0
39,10,36,0.04,0,0
51,229,37,0.37,0,0
24,286,42,0.4,0,0
18,183,74,0.27,0,0
29,108,52,0.26,0,0
42,159,44,0.47,20,0
17,272,96,0.24,0,0
38,20,49,0.06,0,0
43,227,37,0.13,0,0
54,218,6,0.26,0,1
58,35,4,0.25,0,0
26,60,35,0.26,0,0
39,89,20,0.09,34,0
49,245,20,0.52,0,0
50,253,92,0.23,0,0
40,67,91,0.14,0,0
40,295,32,0.35,0,0
56,122,98,0.6,0,1
37,277,80,0.37,0,0
20,81,41,0.29,0,0
42,13,28,0.26,0,0
18,101,8,0.43,0,0
34,200,39,0.07,0,0
47,54,53,0.19,0,0
19,256,46,0.42,37,1
16,255,63,0.07,0,0
33,19,68,0.32,0,1
58,75,20,0.05,0,0
51,264,94,0.49,0,1
42,54,24,0.31,33,0
19,261,49,0.06,0,0
34,99,67,0.26,0,1
45,164,97,0.1,26,0
21,129,5,0.02,25,0
42,154,48,0.23,0,0
34,30,54,0.38,41,0
41,291,52,0.41,0,0
46,14,23,0.19,0,0
16,88,60,0.41,0,0
46,252,85,0.53,47,0
27,187,90,0.53,0,1
49,289,88,0.32,0,0
36,140,91,0.05,0,0
22,37,79,0.38,0,1
51,17,2,0.39,18,0
33,262,56,0.16,41,0
40,179,33,0.35,8,0
40,23,7,0.49,0,0
46,123,9,0.27,0,0
46,244,14,0.2,0,0
18,78,43,0.1,0,1
40,163,65,0.49,0,1
48,23,76,0.58,0,1
51,43,4,0.08,41,0
41,69,77,0.1,0,1
30,287,60,0.15,36,1
44,251,62,0.38,5,0
48,272,85,0.58,0,0
40,298,92,0.51,0,1
29,60,15,0.17,0,0
55,178,86,0.24,0,0
58,244,4,0.37,0,0
48,123,60,0.11,0,1
56,38,82,0.31,0,1
36,171,55,0.15,0,1
56,225,53,0.27,47,0
59,34,85,0.3,0,1
42,211,15,0.23,40,0
21,46,27,0.47,0,0
21,289,93,0.39,0,1
47,22,30,0.17,0,0
23,97,24,0.25,0,0
51,203,84,0.53,0,0
29,90,75,0.52,16,0
57,83,40,0.51,0,0
56,121,61,0.57,0,0
45,243,9,0.02,0,0
32,50,80,0.07,0,0
30,102,25,0.33,0,0
17,151,53,0.25,0,0
37,199,45,0.11,0,0
34,113,8,0.56,0,0
56,10,34,0.22,0,1
59,15,42,0.49,6,1
22,129,76,0.17,17,0
49,120,3,0.11,24,0
51,251,60,0.1,8,0
24,227,92,0.07,43,1
37,33,28,0.21,0,0
32,123,52,0.13,0,0
47,268,20,0.12,0,0
31,139,16,0.13,0,0
18,264,52,0.33,19,0
45,162,85,0.04,43,0
50,55,42,0.26,0,0
43,65,91,0.09,0,0
22,53,51,0.44,0,0
24,59,53,0.18,28,1
52,112,84,0.48,23,1
47,250,86,0.0,0,1
32,175,75,0.5,0,0
20,23,84,0.2,0,0
26,82,46,0.45,0,0
41,213,3,0.14,0,0
37,41,98,0.04,0,0
40,152,8,0.09,0,1
56,12,66,0.56,0,1
41,212,52,0.25,0,1
33,138,39,0.29,0,1
46,112,92,0.2,0,0
30,83,61,0.31,0,0
46,202,13,0.45,0,0
58,237,52,0.19,19,0
40,103,85,0.38,33,1
20,248,78,0.27,0,1
51,72,43,0.38,0,0
46,101,13,0.08,0,0
24,27,50,0.56,0,0
27,54,18,0.01,0,0
54,102,35,0.06,40,0
28,123,73,0.59,0,0
37,257,63,0.09,0,0
32,87,48,0.07,0,0
46,185,93,0.46,0,0
56,40,84,0.56,49,0
25,170,97,0.31,0,0
49,101,39,0.39,0,0
36,131,46,0.32,0,0
48,72,65,0.11,0,1
36,15,11,0.49,0,0
32,267,66,0.29,0,1
36,122,10,0.31,0,0
58,170,70,0.05,0,0
17,108,17,0.17,0,0
25,165,22,0.16,0,0
43,58,22,0.37,0,0
33,138,60,0.6,0,0
22,16,24,0.36,0,1
41,37,72,0.3,0,1
45,76,41,0.05,0,1
54,273,6,0.18,0,0
41,151,3,0.32,10,0
34,296,67,0.17,31,0
42,223,88,0.59,21,0
22,49,39,0.51,0,0
55,106,70,0.04,0,1
36,221,32,0.02,36,0
30,294,40,0.54,0,0
24,213,23,0.3,0,0
34,117,53,0.41,0,0
36,205,21,0.36,0,0
24,113,24,0.56,39,1
32,65,25,0.02,0,1
47,198,51,0.45,0,0
47,107,3,0.15,0,0
38,225,26,0.33,0,0
38,213,19,0.09,0,0
36,41,43,0.57,0,0
21,52,32,0.21,0,1
42,188,42,0.07,0,0
29,284,44,0.34,0,0
49,184,33,0.35,0,0
43,204,67,0.01,20,0
37,50,53,0.42,0,0
56,287,21,0.29,34,1
21,227,80,0.03,38,0
24,211,76,0.52,0,0
45,243,39,0.31,47,0
22,291,58,0.12,0,0
38,255,43,0.4,0,0
25,239,16,0.58,35,1
20,160,16,0.5,0,1
32,197,97,0.01,0,1
47,158,36,0.53,0,0
50,257,82,0.04,0,0
53,35,25,0.33,0,0
40,262,64,0.15,0,1
18,132,18,0.34,13,0
49,99,11,0.12,0,0
20,196,77,0.27,0,0
20,181,81,0.12,43,0
18,52,74,0.0,0,1
30,287,31,0.27,0,1
46,15,60,0.55,0,0
59,79,70,0.34,0,0
32,106,8,0.52,0,0
31,292,54,0.26,0,0
17,188,45,0.28,0,0
38,156,92,0.11,0,1
28,52,21,0.09,0,1
55,242,14,0.04,17,0
46,281,72,0.11,0,1
24,138,7,0.54,0,0
49,55,12,0.21,0,0
51,122,20,0.41,0,1
19,11,41,0.05,0,0
21,65,63,0.35,0,0
38,134,93,0.12,47,1
36,174,42,0.16,0,0
50,265,77,0.44,0,0
16,68,51,0.43,0,0
20,289,82,0.31,18,0
56,65,68,0.05,0,1
44,240,46,0.11,0,1
49,163,48,0.56,0,0
